texts,labels
啊啊——可恶，这下子纳西妲真的彻底被禁锢在净善宫了啊，糟糕了。,2
气死我了，怎么逃得这么快！对了，你们听到了吗？他们刚刚好像说什么威胁…,2
说什么不想家人接触到…阴暗面，居然不惜做到这一步。,2
啊——才不对咧！我明明就听得见你说话！,2
好有气势！一鼓作气把他们打翻！,2
就是，这人狡猾得很，见对方大意就偷，偷不到就找其他办法。,2
喂！你醒醒啊！不可以被他夺走精神啊！,2
赶不上也不是我们的错！谁叫他不自己动手去采…,2
说是有其他想了解的事，搞得神神秘秘的…,2
哼哼，那说明在贪吃方面我是你的老师。,2
不然，那么多好看的烟花都被他们浪费了，我们看什么啊？,2
啊啊——你们可算说完悄悄话了！,2
哼，我倒要看看你怎么解释。,2
啊啊我受不了了！这家伙不就是个看上去跟敌人完全相同的陌生人嘛！,2
果然这一切都是你们愚人众搞的花样吗？！,2
等等等等，听你的口气是马上要走啊！,2
如果现在鬼族又跑来做坏事，那不就是让所有的牺牲都失去了意义吗！,2
原来是试探？！这样说话也太麻烦了吧！,2
喂！你就是想说派蒙我没可能了是吧？,2
完全不对！怎么还不如吉祥物啊！,2
欸！怎么跟我就不是握手了呀，你到底在搞什么名堂啊林尼。,2
难不成…你大张旗鼓地举办比赛，是想鼓励人们去捕捉更多蕈兽，然后接管它们，用它们来干坏事吗！,2
明明其他骑士都在辛苦地打扫战场…,2
不要一副很失望的样子行不行！你这是看热闹不嫌事大呀！,2
等等，等等！刚刚的就已经很抽象了！,2
既然这样，那我们直接找他对质去吧，当着他的面，戳穿他骗人的把戏！,2
哼，我也觉得，这个十恶不赦的罪犯，凭什么满足他的要求？,2
只是有些人喜欢拿智慧来骗人而已！,2
喂！你这个家伙怎么这样！,2
好你个神子，都要举办祭典了你也不回鸣神大社，竟然还有功夫在这儿折腾你的轻小说事业。,2
你、你从哪里冒出来的啊！吓我一跳！,2
快给我看看上面写了什么！,2
不要突然在背后叫我呀，吓了我一跳！怎么了？,2
又涨价了？这才过去几个小时啊！,2
万一被那些冒险家们捷足先登，把宝藏拿走就完了。,2
不行啊，我们好不容易才找到了一点小吉祥草王的线索，绝不能让他们得逞！,2
想对付我们了，随时可以行动。解决的办法，就只能把他杀了。,2
在这张纸上写的位置，居然真的有愚人众！,2
那走吧，揪出那些贤者的狐狸尾巴！,2
…呜哇，真相居然会是这样，一直没什么存在感的记者居然会是凶手！,2
既然如此，那还等什么？我们去揍他一顿吧！,2
哼，神子，你可骗不了我们，凭我们对你的了解，这绝对是你基于个人趣味做出的决定！,2
别以为你突然严肃认真起来，我就会原谅你！,2
哼，我已经在用自己的头脑帮忙了！,2
但它意想不到地诚实呢，还说了那么大义凛然的话！,2
难道…难道这座秘境是你们搞的鬼！,2
绫人那家伙，平时脑袋不是很聪明吗？到底在想什么呀！,2
他们现在的做法，根本就不合理！,2
不对，要是我们知道你所谓的负责是这种方式，当初根本就不会答应！,2
等我们出了离岛，一定要去木漏茶室找他算账！,2
都这样了，你还笑！不生气吗？,2
为了这个猜测，你们就编造了这样的传闻，打算毁掉很多人辛苦盼来的和平吗？,2
你明明已经输了，还在虚张声势！,2
亏我们刚刚还想来救你呢，结果你居然自己打开笼子走出来了…被野伏众抓住也是装的吧？实在太狡猾了…,2
你到底想干什么！你和万叶应该无冤无仇吧！,2
都这么危险了，他还去凑什么热闹呀！,2
